FINANCE             04/11/1987$16,000.00CAMPLIN        MELANIE        USA            CARY      E0269           ITCLK
FLIGHT OPTS         12/13/1993$37,000.00YOSHIKAWA      NORIKI         JAPAN          TOKYO     E0270           MECH03
HR & FACIL          02/17/1980$28,000.00ROEHFORS       GUSTAV         SWEDEN         STOCKHOLM E0271           RESCLK
FINANCE             04/15/1984$22,000.00GIBBS          RACHEL H.      USA            CARY      E0272           ITSUPT
HR & FACIL          02/26/1984$17,000.00SUAREZ-GONZALEZANDRES         SPAIN          MADRID    E0273           RESCLK
AIRPORT OPTS        08/22/1990$32,000.00RASMUSSEN      SOEREN         DENMARK        COPENHAGENE0274           GRCREW
FLIGHT OPTS         12/01/1994$16,000.00GRAHAM         DEBORAH S.     USA            CARY      E0275           FLTAT2
SALES               12/01/1989$43,000.00JACOBS         MARY B.        USA            CARY      E0276           MKTMGR
SALES               07/18/1984$41,000.00GARDNER        CAROL          USA            SAN FRANCIE0277           SALCLK
FINANCE             10/17/1993$20,000.00MCCRAIN        SARAH A.       USA            CARY      E0278           ITSUPT
SALES               05/04/1981$22,000.00POWER          THOMASINE N.   USA            BOSTON    E0279           SALCLK
FLIGHT OPTS         11/08/1993$20,000.00WILLIAMS       SHARAD S.      USA            CARY      E0280           FLTAT3
FINANCE             10/20/1987$32,000.00CAMPBELL       MARSHALL H.    USA            CARY      E0281           ITPROG
AIRPORT OPTS        12/19/1986$33,000.00PLONER         STEVE          SWITZERLAND    GENEVA    E0282           CHKCLK
CORPORATE           01/25/1986$125000.00HAGER          JENNIFER L.    USA            CARY      E0283           OFFMGR
AIRPORT OPTS        05/06/1982$30,000.00MARGOL         SARAH          UK             LONDON    E0284           GRCSUP
AIRPORT OPTS        11/09/1994$42,000.00RASMUSSEN      JENS           DENMARK        COPENHAGENE0285           GRCREW
FLIGHT OPTS         02/27/1989$28,000.00DREWRY         SUSAN          USA            CARY      E0286           PILOT3
HR & FACIL          04/14/1990$44,000.00QUATTLEBAUM    DIANE A.       USA            CARY      E0287           RESCLK
HR & FACIL          09/29/1990$33,000.00LORDEN         BARBARA L.     USA            CARY      E0288           RESCLK
FINANCE             11/03/1992$31,000.00ARMSTRONG      DAVID A.       USA            CARY      E0289           FINCLK
FINANCE             02/13/1981$37,000.00COZAD          SHARI          USA            CARY      E0290           ITPROG
HR & FACIL          01/26/1991$23,000.00HORSEY         NELL CAROL     USA            ROCKVILLE E0291           RESCLK
AIRPORT OPTS        10/31/1990$45,000.00ALLEN          WILLIAM S.     USA            CARY      E0292           CHKCLK
SALES               02/05/1984$44,000.00GUNDHUS        TORE           NORWAY         OSLO      E0293           MKTCLK
FLIGHT OPTS         07/16/1987$20,000.00TORRES         JAN            EUROPE         FRANKFURT E0294           PILOT3
FLIGHT OPTS         11/22/1985$27,000.00SCHELL         STERLING B.    USA            CARY      E0296           FLTAT1
AIRPORT OPTS        10/18/1993$44,000.00JONES          DARLENE        USA            CARY      E0297           BAGCLK
FINANCE             03/21/1987$35,000.00MCCAULEY       WANDA M.       USA            CARY      E0298           ITPROG
AIRPORT OPTS        10/18/1982$44,000.00TSUBOI         MICHAEL P.     USA            CARY      E0299           FSVCLK
AIRPORT OPTS        06/12/1989$37,000.00FOSKEY         MICHAEL J.     USA            CARY      E0300           GRCREW
FINANCE             12/16/1984$34,000.00READ           DAVE           EUROPE         FRANKFURT E0301           ITSUPT
HR & FACIL          01/24/1993$18,000.00WYRSCH         STEFAN         SWITZERLAND    GENEVA    E0302           FACMNT
HR & FACIL          11/15/1982$41,000.00HATCHER        CYNTHIA R.     USA            CARY      E0303           FACCLK
FINANCE             03/22/1982$42,000.00PAULER         ALLAN          EUROPE         FRANKFURT E0304           ITPROG
AIRPORT OPTS        05/15/1983$37,000.00FINN           DAVID W.       USA            CARY      E0305           CHKCLK
SALES               11/30/1980$45,000.00ANDERSON       ALICIA         USA            ROCKVILLE E0306           SALMGR
FINANCE             10/26/1994$16,000.00PUELL          PHIL           EUROPE         FRANKFURT E0307           ITCLK
FLIGHT OPTS         08/10/1989$22,000.00RIPPERTON      DAVID D.       USA            CARY      E0308           MECH01
FLIGHT OPTS         10/06/1984$25,000.00HORTON         THOMAS L.      USA            CARY      E0309           FLTAT1
AIRPORT OPTS        11/14/1985$26,000.00MYERS          JIM            USA            CARY      E0310           CHKCLK
FINANCE             11/24/1982$17,000.00PRUIJN         KELLY M.       USA            NASHVILLE E0311           FINCLK
FLIGHT OPTS         04/14/1988$25,000.00TEAL           MADELYN        USA            CARY      E0312           FLTAT1
AIRPORT OPTS        05/13/1993$34,000.00HEROLD         CARLOS         USA            CARY      E0313           GRCREW
HR & FACIL          12/09/1987$45,000.00RYAN           MARY M.        USA            CARY      E0314           FACCLK
HR & FACIL          09/20/1989$28,000.00BRADLEY        JEAN K.        USA            CARY      E0315           RESCLK
FLIGHT OPTS         04/02/1981$45,000.00TAYLOR         CHRISTINA J.   USA            CARY      E0316           PILOT3
FLIGHT OPTS         12/23/1984$45,000.00WRAY           DIANNA J.      USA            CARY      E0317           FLTAT2
AIRPORT OPTS        10/12/1982$43,000.00MARTINEZ       JAMES C.       USA            CARY      E0318           FLSCHD
AIRPORT OPTS        06/16/1981$40,000.00GOEDDE         ANJA           GERMANY        FRANKFURT E0319           BAGCLK
SALES               01/14/1994$41,000.00COOPMANS       MARIE          BELGIUM        BRUSSELS  E0320           SALCLK
HR & FACIL          04/21/1990$40,000.00GEORGE         JR.            USA            AUSTIN    E0321           RESCLK
FINANCE             04/28/1982$19,000.00KING           DEBORAH A.     USA            CARY      E0322           ITPROG
FLIGHT OPTS         09/28/1990$24,000.00HUNEYCUTT      MURRAY Y       USA            CARY      E0323           FLTAT3
FLIGHT OPTS         06/17/1981$23,000.00WILLIAMS       LISA C.        USA            CARY      E0324           FLTAT1
HR & FACIL          10/02/1982$26,000.00ESTES          BRYAN E.       USA            CARY      E0325           RECEPT
HR & FACIL          02/07/1989$43,000.00OSBORNE        GILLIAN        NEW ZEALAND    WELLINGTONE0326           HRCLK
HR & FACIL          04/09/1985$44,000.00NORDHAUGEN     SUSAN L.       USA            CARY      E0327           FACMNT
FLIGHT OPTS         06/04/1993$30,000.00WINTER         AMY F.         USA            CARY      E0328           FLTAT3
HR & FACIL          11/21/1984$21,000.00MORTENSEN      BO             DENMARK        COPENHAGENE0329           FACCLK
HR & FACIL          02/15/1986$22,000.00VAN ASSCHE     RUI            PORTUGAL       LISBON    E0330           RECEPT
FINANCE             09/12/1982$39,000.00CONLEY         KEVIN D.       USA            CARY      E0331           FINCLK
HR & FACIL          07/21/1990$17,000.00MADSON         LAURA          USA            CARY      E0332           FACCLK
AIRPORT OPTS        05/18/1992$36,000.00NOTZ           RENEE S.       USA            CARY      E0333           GRCREW
FLIGHT OPTS         05/14/1985$45,000.00DOWN           EDWARD         USA            CARY      E0334           PILOT3
AIRPORT OPTS        04/15/1987$30,000.00RAICE          KENT BRIAN     AUSTRALIA      SYDNEY    E0335           GRCSUP
AIRPORT OPTS        11/11/1992$19,000.00WAGENMANN      PATRICIA R.    USA            ROCKVILLE E0336           GRCREW
HR & FACIL          11/11/1982$25,000.00NEWTON         ALEXANDER F.   USA            CARY      E0337           FACMGR
AIRPORT OPTS        05/21/1989$31,000.00JOHNSON        SUSAN L.       USA            CARY      E0338           CHKCLK
FINANCE             09/05/1987$45,000.00STRAPP         RITA           USA            CARY      E0339           ITPROG
SALES               07/16/1986$25,000.00LEVINE         HUNTER         USA            CARY      E0340           SALCLK
SALES               08/02/1987$38,000.00BOWDEN         MONICA E.      CANADA         TORONTO   E0341           MKTMGR
FLIGHT OPTS         05/14/1986$42,000.00LEHMAN         JUDY L.        USA            CARY      E0342           FLTAT3
AIRPORT OPTS        11/16/1985$32,000.00FORT           CARLOS         USA            CARY      E0343           GRCSUP
CORPORATE           02/17/1992$105000.00BAREFOOT       LINDA          USA            ATLANTA   E0344           OFFMGR
HR & FACIL          07/13/1985$33,000.00MALONE         HUANG          USA            CARY      E0345           FACMNT
HR & FACIL          10/08/1993$23,000.00NICHOLS        MIKAEL J.      NEW ZEALAND    WELLINGTONE0346           HRMGR
FLIGHT OPTS         07/27/1986$35,000.00CHERVENY       BRENDA B.      USA            CARY      E0347           FLTAT2
FINANCE             08/21/1990$38,000.00HILL           HARRIET J.     USA            CARY      E0348           ITPROG
FLIGHT OPTS         01/31/1983$38,000.00TIDBALL        TORU           JAPAN          TOKYO     E0349           MECH02
FLIGHT OPTS         07/10/1980$19,000.00SCHLEGL        OTTO           GERMANY        FRANKFURT E0350           FLTAT2
HR & FACIL          11/17/1985$25,000.00SCHWARTZ       PAUL W.        USA            HOUSTON   E0351           RESCLK
HR & FACIL          07/15/1982$24,000.00ZIEBOLD        DONNA L.       USA            DENVER    E0352           RESCLK
FINANCE             11/21/1980$45,000.00BAREFOOT       JULIA          USA            CARY      E0353           ITPROG
SALES               09/01/1988$16,000.00HAILEY         DIANE D.       USA            CARY      E0354           MKTCLK
FLIGHT OPTS         11/22/1987$42,000.00BELL           THOMAS B.      USA            CARY      E0355           PILOT3
FLIGHT OPTS         07/28/1994$28,000.00FULKERSON      MICHAEL        USA            CARY      E0356           FLTAT3
HR & FACIL          01/27/1987$43,000.00MORGENROTH     CARL           USA            CARY      E0357           TELOP
FLIGHT OPTS         02/02/1990$33,000.00SCHUETTER      CHRISTINE      GERMANY        FRANKFURT E0358           FLTAT2
FLIGHT OPTS         12/15/1983$16,000.00WILSON         PHILIP M.      CANADA         TORONTO   E0359           MECH03
FINANCE             05/22/1981$23,000.00ADCOCK         WILLIAM        USA            CARY      E0360           FINCLK
FLIGHT OPTS         11/25/1983$45,000.00DIXON          CAROL H.       USA            CARY      E0361           PILOT2
AIRPORT OPTS        10/13/1994$45,000.00URQUHART       SHIRLEY L.     USA            CARY      E0362           CHKCLK
HR & FACIL          06/06/1985$28,000.00DAVIDSON       ALLAN          EUROPE         FRANKFURT E0363           RESCLK
FLIGHT OPTS         02/23/1981$41,000.00ELLIS          GREGORY        USA            CARY      E0364           FLTAT3
HR & FACIL          02/27/1987$25,000.00AGNEW          BETTY J.       USA            CARY      E0365           HRMGR
FLIGHT OPTS         02/13/1981$62,000.00GLENN          MARTHA S.      USA            CARY      E0366           PILOT1
FLIGHT OPTS         11/24/1991$33,000.00EDMISTON       SUZANNE        USA            CARY      E0367           FLTAT3
AIRPORT OPTS        09/08/1985$42,000.00JONES          MICHAEL A.     AUSTRALIA      SYDNEY    E0368           BAGSUP
FINANCE             12/28/1983$35,000.00LIMING         RHONDA D.      USA            CARY      E0369           FINACT
FLIGHT OPTS         12/26/1986$19,000.00EARNHARDT      PATRICIA A.    USA            CARY      E0370           FLTAT3
AIRPORT OPTS        04/22/1993$23,000.00VAUGHAN        SHELLY         USA            CARY      E0371           BAGCLK
HR & FACIL          01/30/1983$36,000.00FELDMAN        JAN W.         USA            CARY      E0372           RESCLK
SALES               10/30/1988$31,000.00HARTZ          GRAY           USA            PITTSBURGHE0373           SALCLK
SALES               01/30/1982$21,000.00WHITESIDE      FRITZ E.       USA            PITTSBURGHE0374           MKTCLK
HR & FACIL          10/27/1991$20,000.00CHARLTON       TIM            UK             LONDON    E0375           RESCLK
FLIGHT OPTS         04/05/1986$33,000.00KERR           BARBARA M.     USA            CARY      E0376           MECH02
FLIGHT OPTS         05/15/1985$65,000.00SZCZEPANSKI    DONALD T.      USA            CARY      E0377           PILOT1
SALES               08/20/1982$29,000.00HIRATA         JUNKO          JAPAN          TOKYO     E0378           MKTCLK
AIRPORT OPTS        05/07/1982$25,000.00HOFFLER        JR.            USA            CARY      E0379           FLSCHD
FINANCE             09/02/1981$24,000.00OPPERMAN       STEVEN         UK             LONDON    E0380           ITPROG
SALES               03/19/1990$30,000.00KNIJFF         ARNE           USA            NASHVILLE E0381           MKTCLK
HR & FACIL          02/01/1981$38,000.00FORSTER        HANDAN         AUSTRALIA      SYDNEY    E0382           RESCLK
HR & FACIL          07/18/1983$29,000.00YOUNG          BOB            USA            DALLAS    E0383           RESCLK
FLIGHT OPTS         06/01/1981$41,000.00MCKLVEEN       LARNELL        USA            CARY      E0384           PILOT2
FLIGHT OPTS         07/21/1987$45,000.00HOLMAN         GREGORY A.     USA            CARY      E0385           PILOT2
AIRPORT OPTS        05/12/1985$16,000.00SAINSBURY      STEVE          UK             LONDON    E0386           FLSCHD
FINANCE             11/19/1989$19,000.00TROUTMAN       TODD N.        USA            CARY      E0387           FINCLK
AIRPORT OPTS        01/05/1987$25,000.00BROCK-BAILEY   GAIL J.        USA            CARY      E0388           BAGCLK
SALES               11/27/1982$37,000.00LY             PAUL           HONK KONG      HONG KONG E0389           SALCLK
FLIGHT OPTS         06/16/1992$34,000.00NOE            BARBARA E.     USA            CARY      E0390           FLTAT2
HR & FACIL          11/12/1982$40,000.00MIKKELSEN      BRITTA         DENMARK        COPENHAGENE0391           FACCLK
AIRPORT OPTS        06/06/1983$31,000.00KOURAKIS       ELIZABETH      CANADA         TORONTO   E0392           BAGCLK
HR & FACIL          09/18/1992$19,000.00LOCATELLI      CHRISTOPH      SWITZERLAND    GENEVA    E0393           RESCLK
AIRPORT OPTS        04/13/1992$27,000.00BATTISTA       TIMOTHY S.     USA            CARY      E0394           FSVCLK
AIRPORT OPTS        08/07/1981$37,000.00HICKS          JAMES G.       USA            AUSTIN    E0395           CHKCLK
FLIGHT OPTS         03/01/1993$35,000.00HORTON         MICHAEL T.     USA            CARY      E0396           FLTAT1
HR & FACIL          09/22/1990$35,000.00JOHNSON        ANITA I.       USA            CARY      E0397           FACCLK
AIRPORT OPTS        11/07/1985$20,000.00GILBERT        PATRICIA B.    USA            CARY      E0398           FSVCLK
AIRPORT OPTS        04/06/1987$35,000.00NOMURA         SACHIKO        JAPAN          TOKYO     E0399           BAGCLK
FINANCE             08/05/1982$18,000.00BOWEN          LESLIE         USA            CARY      E0400           FINCLK
HR & FACIL          01/02/1984$45,000.00SATO           MEGUMI         JAPAN          TOKYO     E0401           FACCLK
FLIGHT OPTS         08/19/1993$28,000.00GOODLING       DAVID          USA            CARY      E0402           PILOT3
HR & FACIL          12/24/1985$25,000.00ERICKSON       SHERRY A       USA            ST. LOUIS E0403           RECEPT
FLIGHT OPTS         05/26/1993$41,000.00SCHLATZER      SCOTT P.       USA            CARY      E0404           FLTAT1
HR & FACIL          09/02/1985$30,000.00BROOKS         WILLIAM R.     USA            CARY      E0405           FACCLK
AIRPORT OPTS        04/03/1992$34,000.00JOHANSEN       JORN           DENMARK        COPENHAGENE0406           CHKCLK
FLIGHT OPTS         09/26/1981$61,000.00SHEPHARD       CAROLYN        UK             LONDON    E0407           PILOT1
FINANCE             06/06/1992$21,000.00RUCK           SANJEEV        USA            CARY      E0408           ITCLK
AIRPORT OPTS        08/24/1994$26,000.00DAVIS          LINDIA L.      USA            CARY      E0409           FSVCLK
SALES               09/10/1989$35,000.00POWELL         HEIDI          USA            CARY      E0410           MKTCLK
AIRPORT OPTS        02/13/1992$36,000.00MARABETI       STEVEN E.      USA            CARY      E0411           FSVCLK
SALES               11/11/1989$39,000.00ZIMMERMANN     CHRISTOPH      GERMANY        FRANKFURT E0412           SALCLK
HR & FACIL          08/07/1981$36,000.00MACZKA         BARY           USA            CARY      E0413           FACCLK
AIRPORT OPTS        11/13/1989$44,000.00FREDERIC       KEVIN          UK             LONDON    E0414           BAGCLK
AIRPORT OPTS        01/24/1985$22,000.00FITZGERALD     LEWIS          USA            CARY      E0415           BAGCLK
HR & FACIL          10/16/1984$20,000.00DE FRAJA       CARLO          ITALY          ROME      E0416           RESCLK
FLIGHT OPTS         12/15/1983$19,000.00BURT           ERICK M.       USA            CARY      E0417           MECH01
HR & FACIL          01/22/1981$21,000.00HANSON         CASSIE         USA            CARY      E0418           RESCLK
FLIGHT OPTS         07/14/1983$39,000.00SCHNEIDER      CLIVE J        USA            CARY      E0419           FLTAT2
AIRPORT OPTS        08/09/1988$33,000.00MIGEED         ANGELA         EUROPE         FRANKFURT E0420           GRCREW
HR & FACIL          12/11/1982$31,000.00COOPER JR.     SAMUEL D.      USA            CARY      E0421           HRCLK
SALES               04/21/1992$25,000.00LEVEILLE       JORGE L.       USA            CARY      E0422           SALCLK
FLIGHT OPTS         10/24/1994$40,000.00DUNHAM         DEANNA         USA            CARY      E0423           FLTAT2
HR & FACIL          03/26/1985$17,000.00COLLINS        MELBA L.       USA            CARY      E0424           TELOP
HR & FACIL          12/14/1988$24,000.00FOWLER         LAURA          USA            AUSTIN    E0425           RESCLK
SALES               04/06/1994$21,000.00DIOGOSTINE     NANCY H.       USA            HOUSTON   E0426           MKTCLK
AIRPORT OPTS        08/26/1993$27,000.00REESE          JOSEPH N.      USA            CARY      E0427           CHKSUP
FLIGHT OPTS         11/05/1983$40,000.00CLARK          JIMMY          USA            CARY      E0429           FLTAT3
FLIGHT OPTS         05/25/1984$20,000.00WONG           AGATHE         CANADA         TORONTO   E0430           MECH03
HR & FACIL          03/29/1983$28,000.00PUTNAM         KIMBERLY M     USA            CARY      E0431           HRCLK
FLIGHT OPTS         09/03/1983$22,000.00SCHOBER        SANDRA         GERMANY        FRANKFURT E0432           FLTAT2
AIRPORT OPTS        09/01/1987$16,000.00MARSHALL       LISA E.        USA            CARY      E0433           FLSCHD
FLIGHT OPTS         09/21/1981$45,000.00SMITH          KATE           UK             LONDON    E0434           PILOT2
SALES               10/21/1986$28,000.00BOREK          W. GREYSON     USA            CARY      E0435           SALCLK
HR & FACIL          11/19/1993$34,000.00TAHTCHIEV      PETER          NORWAY         OSLO      E0436           RESCLK
FLIGHT OPTS         06/18/1982$25,000.00CHAPMAN        GEORGE D.      USA            CARY      E0437           FLTAT1
FINANCE             05/21/1992$41,000.00MORRISON       LORI A.        USA            CARY      E0438           FINACT
SALES               11/05/1987$26,000.00BOES           JOANNE         USA            HOUSTON   E0439           SALCLK
AIRPORT OPTS        11/30/1985$17,000.00SURRIDGE       DAVID C.       USA            CARY      E0440           FSVCLK
AIRPORT OPTS        04/17/1984$43,000.00WEBSTER        DEKEBRA R.     USA            CARY      E0441           FSVCLK
FINANCE             01/26/1982$25,000.00PAINTER        COREY D.       USA            CARY      E0442           ITPROG
AIRPORT OPTS        04/01/1985$28,000.00MUENCH         KATHARINA      GERMANY        FRANKFURT E0443           FSVCLK
FINANCE             11/25/1984$43,000.00PROCTOR        SELENA C.      USA            CARY      E0444           FINCLK
SALES               05/12/1989$44,000.00BROWN          PETER M.       USA            DALLAS    E0445           SALCLK
FLIGHT OPTS         04/15/1989$41,000.00TIERIE         ALI IMRAN      EUROPE         FRANKFURT E0446           PILOT2
SALES               08/01/1987$21,000.00O'NEILL        DINA G.        USA            SAN JOSE  E0447           MKTCLK
HR & FACIL          03/01/1989$29,000.00QUBAIN         COLLEEN T.     USA            CARY      E0448           RESCLK
FLIGHT OPTS         12/09/1982$36,000.00SIU            MICHELLE       AUSTRALIA      SYDNEY    E0449           MECH01
FINANCE             02/28/1994$21,000.00MUSAKKA        MATTI          FINLAND        HELSINKI  E0450           FINACT
FLIGHT OPTS         02/09/1981$27,000.00GROCE          BRYANT S.      USA            CARY      E0451           FLTAT3
FLIGHT OPTS         12/13/1983$34,000.00CLAYTON        KIM-HUONG T.   USA            CARY      E0452           FLTAT3
HR & FACIL          10/01/1992$30,000.00BROWN          JACK M.        USA            SEATTLE   E0453           RECEPT
FLIGHT OPTS         02/19/1983$45,000.00JANIESCH       ROLAND         GERMANY        FRANKFURT E0454           MECH03
AIRPORT OPTS        08/15/1982$39,000.00DINELEY        JUDITH KAY     USA            CARY      E0455           FLSCHD
FLIGHT OPTS         08/29/1989$40,000.00IVEY           ANGELA B.      USA            CARY      E0456           FLTAT3
FLIGHT OPTS         07/02/1987$40,000.00LANGKAMM       EERO           EUROPE         FRANKFURT E0457           MECH03
HR & FACIL          03/15/1994$16,000.00DE LUCA        ARTURO         ITALY          ROME      E0458           RESCLK
FLIGHT OPTS         05/19/1983$22,000.00MITCHELL       BRIAN L.       USA            CARY      E0459           FLTAT3
FLIGHT OPTS         02/11/1986$26,000.00PITTMAN        JENNIFER R     USA            CARY      E0460           FLTAT3
FLIGHT OPTS         03/04/1991$34,000.00DANIELS        GLENDA R.      USA            CARY      E0461           MECH03
FINANCE             07/03/1994$16,000.00MCAFEE         MARGARET       USA            CARY      E0462           ITPROG
SALES               10/11/1988$39,000.00HIGLEY         JEFFREY J.     USA            PHOENIX   E0463           MKTMGR
FINANCE             04/07/1993$32,000.00IMAKI          NORIAKI        JAPAN          TOKYO     E0464           FINCLK
FLIGHT OPTS         11/20/1993$27,000.00GRISSOM        OREN           USA            CARY      E0465           FLTAT3
SALES               11/08/1981$37,000.00PATAKY         ATTILA         HUNGARY        BUDAPEST  E0466           SALCLK
AIRPORT OPTS        07/03/1993$27,000.00KANTZOS        MARY           EUROPE         FRANKFURT E0467           GRCSUP
FINANCE             04/22/1991$21,000.00HOAR           CYNTHIA S.     USA            CARY      E0468           ITSUPT
AIRPORT OPTS        06/21/1981$40,000.00LABRECQUE      BRYAN E.       USA            CARY      E0469           GRCREW
SALES               01/13/1987$40,000.00BABA           NORIAKI        JAPAN          TOKYO     E0470           SALCLK
FINANCE             02/20/1991$30,000.00MAYES          IAN R.         NEW ZEALAND    WELLINGTONE0471           FINCLK
AIRPORT OPTS        03/19/1994$19,000.00BOLLINGER      STEPHEN M.     USA            CARY      E0472           BAGCLK
FLIGHT OPTS         01/24/1988$21,000.00GWYN           WENDY M.       USA            CARY      E0473           FLTAT3
FLIGHT OPTS         04/22/1994$25,000.00BERKSHIRE      PRISCILLA      USA            CARY      E0474           FLTAT1
AIRPORT OPTS        02/19/1993$28,000.00PEACE          KYLE           USA            CARY      E0475           FLSCHD
AIRPORT OPTS        01/01/1982$35,000.00KNIGHT         JODIE M.       USA            CARY      E0476           FSVCLK
AIRPORT OPTS        11/01/1987$34,000.00HARTMANN       NICOLAS        FRANCE         PARIS     E0477           CHKCLK
AIRPORT OPTS        05/26/1989$35,000.00HISEROTE       REBECCA B.     USA            AUSTIN    E0478           CHKCLK
HR & FACIL          03/14/1981$16,000.00BOYLES         MICHAEL        USA            CARY      E0479           RESCLK
FLIGHT OPTS         05/31/1984$41,000.00WEATHERSPOON   FIORE A.       USA            CARY      E0480           PILOT3
FLIGHT OPTS         09/16/1987$45,000.00YANG           BETTY A.       USA            CARY      E0481           FLTAT2
HR & FACIL          10/21/1981$16,000.00HISEROTE       STACY D        USA            CARY      E0482           RESCLK
HR & FACIL          11/25/1985$23,000.00WEGMANN        DAVID G.       USA            NASHVILLE E0483           HRCLK
FLIGHT OPTS         07/18/1982$45,000.00DUNBAR         ALFRED H.      USA            CARY      E0484           FLTAT2
FLIGHT OPTS         11/11/1984$41,000.00HOLMES         LORETTA L.     USA            CARY      E0485           PILOT2
FLIGHT OPTS         06/14/1984$44,000.00KUNKEL         LARRY          USA            CARY      E0486           PILOT3
AIRPORT OPTS        02/22/1982$33,000.00HERUSKA        SUSAN C.       USA            CARY      E0487           GRCREW
FLIGHT OPTS         12/23/1987$37,000.00KULKARNI       IVOR           EUROPE         FRANKFURT E0488           MECH02
AIRPORT OPTS        12/06/1991$36,000.00SMITH          JAMES T.       USA            CARY      E0489           CHKCLK
FINANCE             12/12/1985$38,000.00CANCELLO       LUCIANO        ITALY          ROME      E0490           FINACT
HR & FACIL          07/26/1990$40,000.00DRURY          JUDY           AUSTRALIA      SYDNEY    E0491           HRCLK
FLIGHT OPTS         08/02/1983$23,000.00KILBURN        JAMES E.       USA            CARY      E0492           MECH03
FLIGHT OPTS         05/19/1983$16,000.00BALDRIDGE      WAY            USA            CARY      E0493           MECH02
AIRPORT OPTS        09/16/1990$35,000.00HURLESS        MELISSA R.     USA            CARY      E0494           BAGCLK
AIRPORT OPTS        08/01/1984$30,000.00CARROLL        MARY ELLEN     USA            CARY      E0495           FSVCLK
FINANCE             01/05/1994$33,000.00PRESTON        DAVID          UK             LONDON    E0496           ITCLK
HR & FACIL          05/06/1986$39,000.00MARKS          JOHN A.        USA            AUSTIN    E0497           FACCLK
HR & FACIL          12/30/1980$29,000.00UNDERBERG      TYRAN M.       USA            CARY      E0498           RESMGR
AIRPORT OPTS        09/11/1985$35,000.00ZILSTORFF      HENRIK         DENMARK        COPENHAGENE0499           GRCREW
FINANCE             10/28/1987$33,000.00LEY            HERBE          GERMANY        FRANKFURT E0500           ITCLK
FLIGHT OPTS         11/15/1981$37,000.00WILLIAMS       RONALD K.      USA            CARY      E0501           FLTAT2
FLIGHT OPTS         01/18/1991$34,000.00MOORE          AMORETTE D     USA            CARY      E0502           FLTAT1
SALES               04/21/1987$16,000.00BRAMMER        INGE           DENMARK        COPENHAGENE0503           MKTCLK
FLIGHT OPTS         11/24/1992$19,000.00KERNODLE       ANTHONY J.     USA            CARY      E0504           MECH01
AIRPORT OPTS        07/09/1994$16,000.00LAPLAUNT       STEVE          CANADA         TORONTO   E0505           BAGCLK
FINANCE             10/24/1987$39,000.00STONE          VIRGINIA L     USA            CARY      E0506           ITPROG
FINANCE             03/20/1982$43,000.00AGNELLI        MICHAEL        USA            CARY      E0507           FINACT
